order_id,payment_method,installments
O002993,Tarjeta de crédito,10
O002994,Tarjeta de crédito,9
O002995,Transferencia,1
O002996,Transferencia,1
O002997,Tarjeta de débito,1
O002998,PayPal,1
O002999,Tarjeta de crédito,7
O003000,Tarjeta de crédito,1
O003001,Tarjeta de débito,1
O003002,PayPal,1
O003003,PayPal,1
O003004,Tarjeta de débito,1
O003005,Tarjeta de crédito,3
O003006,Tarjeta de débito,1
O003007,Tarjeta de débito,1
O003008,Tarjeta de crédito,3
O003009,Tarjeta de débito,1
O003010,Tarjeta de débito,1
O003011,Tarjeta de crédito,2
O003012,Tarjeta de crédito,3
O003013,PayPal,1
O003014,Tarjeta de crédito,9
O003015,Tarjeta de crédito,8
O003016,Transferencia,1
O003017,PayPal,1
O003018,PayPal,1
O003019,Transferencia,1
O003020,PayPal,1
O003021,Tarjeta de débito,1
O003022,Tarjeta de débito,1
O003023,Transferencia,1
O003024,Tarjeta de débito,1
O003025,Tarjeta de débito,1
O003026,Tarjeta de débito,1
O003027,Transferencia,1
O003028,PayPal,1
O003029,Tarjeta de crédito,6
O003030,Tarjeta de crédito,12
O003031,Transferencia,1
O003032,Tarjeta de crédito,6
O003033,Tarjeta de crédito,2
O003034,Tarjeta de débito,1
O003035,Transferencia,1
O003036,PayPal,1
O003037,Transferencia,1
O003038,Tarjeta de débito,1
O003039,Tarjeta de crédito,12
O003040,Transferencia,1
O003041,Tarjeta de débito,1
O003042,PayPal,1
O003043,PayPal,1
O003044,PayPal,1
O003045,Tarjeta de crédito,12
O003046,Tarjeta de crédito,3
O003047,Tarjeta de débito,1
O003048,Transferencia,1
O003049,Transferencia,1
O003050,Transferencia,1
O003051,PayPal,1
O003052,PayPal,1
O003053,PayPal,1
O003054,Tarjeta de crédito,9
O003055,Transferencia,1
O003056,PayPal,1
O003057,Transferencia,1
O003058,Transferencia,1
O003059,Tarjeta de débito,1
O003060,PayPal,1
O003061,Tarjeta de crédito,9
O003062,Tarjeta de débito,1
O003063,Tarjeta de débito,1
O003064,Transferencia,1
O003065,Transferencia,1
O003066,Transferencia,1
O003067,Tarjeta de crédito,2
O003068,PayPal,1
O003069,Tarjeta de crédito,1
O003070,Tarjeta de débito,1
O003071,Tarjeta de débito,1
O003072,Tarjeta de débito,1
O003073,Tarjeta de débito,1
O003074,PayPal,1
O003075,PayPal,1
O003076,Transferencia,1
O003077,PayPal,1
O003078,Transferencia,1
O003079,PayPal,1
O003080,Tarjeta de crédito,11
O003081,Transferencia,1
O003082,Tarjeta de crédito,12
O003083,Transferencia,1
O003084,PayPal,1
O003085,Transferencia,1
O003086,Tarjeta de crédito,12
O003087,Transferencia,1
O003088,Transferencia,1
O003089,Tarjeta de crédito,10
O003090,Tarjeta de débito,1
O003091,Transferencia,1
O003092,Transferencia,1
O003093,Transferencia,1
O003094,Tarjeta de débito,1
O003095,PayPal,1
O003096,Transferencia,1
O003097,Transferencia,1
O003098,PayPal,1
O003099,Tarjeta de crédito,6
O003100,Tarjeta de débito,1
O003101,Tarjeta de débito,1
O003102,Tarjeta de débito,1
O003103,Tarjeta de crédito,11
O003104,Tarjeta de débito,1
O003105,PayPal,1
O003106,Tarjeta de débito,1
O003107,PayPal,1
O003108,Transferencia,1
O003109,Tarjeta de crédito,2
O003110,PayPal,1
O003111,PayPal,1
O003112,Tarjeta de débito,1
O003113,PayPal,1
O003114,Tarjeta de débito,1
O003115,Transferencia,1
O003116,PayPal,1
O003117,Transferencia,1
O003118,Tarjeta de débito,1
O003119,Transferencia,1
O003120,Transferencia,1
O003121,PayPal,1
O003122,Tarjeta de débito,1
O003123,Tarjeta de débito,1
O003124,Transferencia,1
O003125,PayPal,1
O003126,Tarjeta de crédito,8
O003127,Tarjeta de débito,1
O003128,Transferencia,1
O003129,Transferencia,1
O003130,PayPal,1
O003131,PayPal,1
O003132,Transferencia,1
O003133,Transferencia,1
O003134,PayPal,1
O003135,Transferencia,1
O003136,PayPal,1
O003137,Tarjeta de crédito,12
O003138,Tarjeta de crédito,9
O003139,Tarjeta de débito,1
O003140,Transferencia,1
O003141,Tarjeta de crédito,2
O003142,Transferencia,1
O003143,Tarjeta de débito,1
O003144,PayPal,1
O003145,PayPal,1
O003146,Tarjeta de débito,1
O003147,Tarjeta de crédito,6
O003148,Tarjeta de crédito,9
O003149,PayPal,1
O003150,Tarjeta de crédito,9
O003151,PayPal,1
O003152,PayPal,1
O003153,Tarjeta de débito,1
O003154,Tarjeta de crédito,11
O003155,Tarjeta de débito,1
O003156,Transferencia,1
O003157,Tarjeta de crédito,9
O003158,PayPal,1
O003159,Tarjeta de débito,1
O003160,Tarjeta de débito,1
O003161,Transferencia,1
O003162,Tarjeta de crédito,6
O003163,Tarjeta de débito,1
O003164,Tarjeta de crédito,8
O003165,Tarjeta de crédito,11
O003166,Transferencia,1
O003167,Tarjeta de débito,1
O003168,Transferencia,1
O003169,Transferencia,1
O003170,Transferencia,1
O003171,Tarjeta de crédito,9
O003172,Tarjeta de crédito,5
O003173,Tarjeta de crédito,9
O003174,PayPal,1
O003175,Transferencia,1
O003176,Tarjeta de crédito,4
O003177,Tarjeta de débito,1
O003178,Tarjeta de crédito,12
O003179,Tarjeta de crédito,1
O003180,Tarjeta de crédito,4
O003181,PayPal,1
O003182,Tarjeta de débito,1
O003183,PayPal,1
O003184,PayPal,1
O003185,Transferencia,1
O003186,Tarjeta de crédito,11
O003187,Tarjeta de débito,1
O003188,Tarjeta de crédito,2
O003189,Tarjeta de débito,1
O003190,Transferencia,1
O003191,PayPal,1
O003192,Transferencia,1
O003193,Transferencia,1
O003194,Tarjeta de crédito,8
O003195,Transferencia,1
O003196,Tarjeta de crédito,4
O003197,Tarjeta de débito,1
O003198,Tarjeta de débito,1
O003199,Tarjeta de crédito,10
O003200,PayPal,1
O003201,Tarjeta de débito,1
O003202,Transferencia,1
O003203,Tarjeta de crédito,4
O003204,PayPal,1
O003205,PayPal,1
O003206,PayPal,1
O003207,Tarjeta de crédito,7
O003208,Tarjeta de débito,1
O003209,Tarjeta de crédito,11
O003210,Tarjeta de crédito,10
O003211,Tarjeta de crédito,4
O003212,Tarjeta de crédito,1
O003213,Transferencia,1
O003214,PayPal,1
O003215,Tarjeta de débito,1
O003216,PayPal,1
O003217,Tarjeta de débito,1
O003218,PayPal,1
O003219,Transferencia,1
O003220,PayPal,1
O003221,Transferencia,1
O003222,Transferencia,1
O003223,Transferencia,1
O003224,Tarjeta de débito,1
O003225,Tarjeta de débito,1
O003226,PayPal,1
O003227,PayPal,1
O003228,Transferencia,1
O003229,Transferencia,1
O003230,Tarjeta de débito,1
O003231,Tarjeta de débito,1
O003232,Tarjeta de crédito,12
O003233,Tarjeta de débito,1
O003234,Tarjeta de débito,1
O003235,PayPal,1
O003236,PayPal,1
O003237,Tarjeta de crédito,2
O003238,Tarjeta de crédito,1
O003239,Tarjeta de débito,1
O003240,Tarjeta de crédito,6
O003241,PayPal,1
O003242,Tarjeta de crédito,9
O003243,Transferencia,1
O003244,Transferencia,1
O003245,Transferencia,1
O003246,Tarjeta de débito,1
O003247,Transferencia,1
O003248,PayPal,1
O003249,Tarjeta de crédito,8
O003250,Tarjeta de crédito,3
O003251,Transferencia,1
O003252,Tarjeta de débito,1
O003253,PayPal,1
O003254,Tarjeta de débito,1
O003255,PayPal,1
O003256,PayPal,1
O003257,Tarjeta de débito,1
O003258,PayPal,1
O003259,Transferencia,1
O003260,Tarjeta de crédito,3
O003261,Tarjeta de crédito,5
O003262,Tarjeta de crédito,12
O003263,PayPal,1
O003264,PayPal,1
O003265,PayPal,1
O003266,Tarjeta de crédito,11
O003267,Tarjeta de débito,1
O003268,Tarjeta de crédito,3
O003269,Tarjeta de débito,1
O003270,Tarjeta de crédito,12
O003271,PayPal,1
O003272,Transferencia,1
O003273,Tarjeta de crédito,1
O003274,Tarjeta de crédito,3
O003275,Tarjeta de crédito,1
O003276,Tarjeta de crédito,7
O003277,Transferencia,1
O003278,Tarjeta de débito,1
O003279,Tarjeta de crédito,8
O003280,Tarjeta de crédito,3
O003281,Tarjeta de débito,1
O003282,Tarjeta de crédito,4
O003283,Tarjeta de débito,1
O003284,Transferencia,1
O003285,PayPal,1
O003286,PayPal,1
O003287,Tarjeta de crédito,8
O003288,Transferencia,1
O003289,Transferencia,1
O003290,Tarjeta de crédito,6
O003291,Tarjeta de crédito,10
O003292,PayPal,1
O003293,PayPal,1
O003294,Tarjeta de débito,1
O003295,PayPal,1
O003296,Transferencia,1
O003297,Transferencia,1
O003298,Tarjeta de débito,1
O003299,Tarjeta de débito,1
O003300,Tarjeta de débito,1
O003301,Transferencia,1
O003302,Tarjeta de crédito,8
O003303,Tarjeta de débito,1
O003304,Transferencia,1
O003305,Tarjeta de crédito,6
O003306,PayPal,1
O003307,Transferencia,1
O003308,Tarjeta de crédito,5
O003309,PayPal,1
O003310,PayPal,1
O003311,Tarjeta de débito,1
O003312,Tarjeta de crédito,8
O003313,PayPal,1
O003314,Transferencia,1
O003315,PayPal,1
O003316,Tarjeta de débito,1
O003317,Transferencia,1
O003318,Tarjeta de crédito,7
O003319,Tarjeta de crédito,9
O003320,Tarjeta de crédito,8
O003321,PayPal,1
O003322,Tarjeta de débito,1
O003323,PayPal,1
O003324,Tarjeta de débito,1
O003325,Tarjeta de débito,1
O003326,Tarjeta de crédito,5
O003327,Tarjeta de débito,1
O003328,Tarjeta de crédito,5
O003329,Tarjeta de crédito,1
O003330,Transferencia,1
O003331,PayPal,1
O003332,Transferencia,1
O003333,Transferencia,1
O003334,PayPal,1
O003335,Tarjeta de crédito,6
O003336,Transferencia,1
O003337,Transferencia,1
O003338,Tarjeta de crédito,11
O003339,Tarjeta de crédito,9
O003340,Tarjeta de débito,1
O003341,Tarjeta de crédito,9
O003342,Tarjeta de crédito,6
O003343,PayPal,1
O003344,Transferencia,1
O003345,Transferencia,1
O003346,Tarjeta de débito,1
O003347,Tarjeta de débito,1
O003348,Tarjeta de crédito,1
O003349,Tarjeta de crédito,4
O003350,PayPal,1
O003351,Transferencia,1
O003352,PayPal,1
O003353,Transferencia,1
O003354,Tarjeta de débito,1
O003355,Tarjeta de débito,1
O003356,PayPal,1
O003357,Tarjeta de débito,1
O003358,PayPal,1
O003359,Transferencia,1
O003360,PayPal,1
O003361,Transferencia,1
O003362,PayPal,1
O003363,Transferencia,1
O003364,Tarjeta de crédito,7
O003365,Tarjeta de débito,1
O003366,PayPal,1
O003367,PayPal,1
O003368,PayPal,1
O003369,PayPal,1
O003370,Tarjeta de débito,1
O003371,Transferencia,1
O003372,Tarjeta de débito,1
O003373,Tarjeta de débito,1
O003374,Tarjeta de crédito,1
O003375,Tarjeta de crédito,1
O003376,Transferencia,1
O003377,PayPal,1
O003378,Transferencia,1
O003379,Tarjeta de crédito,5
O003380,PayPal,1
O003381,Tarjeta de débito,1
O003382,Tarjeta de crédito,8
O003383,Tarjeta de crédito,12
O003384,PayPal,1
O003385,Transferencia,1
O003386,Tarjeta de débito,1
O003387,Transferencia,1
O003388,Transferencia,1
O003389,Tarjeta de crédito,11
O003390,PayPal,1
O003391,PayPal,1
O003392,Transferencia,1
O003393,Tarjeta de crédito,10
O003394,Tarjeta de crédito,5
O003395,Transferencia,1
O003396,PayPal,1
O003397,PayPal,1
O003398,Transferencia,1
O003399,Transferencia,1
O003400,PayPal,1
O003401,Transferencia,1
O003402,PayPal,1
O003403,Tarjeta de débito,1
O003404,Transferencia,1
O003405,Tarjeta de crédito,9
O003406,Tarjeta de crédito,10
O003407,Tarjeta de débito,1
O003408,PayPal,1
O003409,Transferencia,1
O003410,Transferencia,1
O003411,Transferencia,1
O003412,Tarjeta de crédito,9
O003413,Tarjeta de débito,1
O003414,PayPal,1
O003415,Tarjeta de débito,1
O003416,Tarjeta de crédito,1
O003417,Tarjeta de crédito,4
O003418,Tarjeta de crédito,5
O003419,Transferencia,1
O003420,PayPal,1
O003421,PayPal,1
O003422,Tarjeta de crédito,11
O003423,Tarjeta de crédito,5
O003424,PayPal,1
O003425,Tarjeta de crédito,8
O003426,Tarjeta de débito,1
O003427,Transferencia,1
O003428,Tarjeta de crédito,6
O003429,Tarjeta de débito,1
O003430,Tarjeta de crédito,9
O003431,PayPal,1
O003432,PayPal,1
O003433,Transferencia,1
O003434,Tarjeta de débito,1
O003435,PayPal,1
O003436,Tarjeta de débito,1
O003437,Tarjeta de débito,1
O003438,PayPal,1
O003439,Tarjeta de crédito,2
O003440,Tarjeta de crédito,8
O003441,PayPal,1
O003442,Transferencia,1
O003443,Transferencia,1
O003444,PayPal,1
O003445,Tarjeta de crédito,1
O003446,Tarjeta de débito,1
O003447,PayPal,1
O003448,Tarjeta de débito,1
O003449,Tarjeta de débito,1
O003450,Transferencia,1
O003451,Tarjeta de crédito,9
O003452,PayPal,1
O003453,Tarjeta de débito,1
O003454,Tarjeta de débito,1
O003455,Tarjeta de débito,1
O003456,Tarjeta de crédito,3
O003457,Tarjeta de crédito,8
O003458,Tarjeta de débito,1
O003459,PayPal,1
O003460,Tarjeta de crédito,7
O003461,Transferencia,1
O003462,PayPal,1
O003463,Tarjeta de débito,1
O003464,Tarjeta de débito,1
O003465,PayPal,1
O003466,Transferencia,1
O003467,Tarjeta de crédito,12
O003468,PayPal,1
O003469,PayPal,1
O003470,PayPal,1
O003471,Tarjeta de débito,1
O003472,PayPal,1
O003473,PayPal,1
O003474,Tarjeta de débito,1
O003475,Tarjeta de débito,1
O003476,Transferencia,1
O003477,Tarjeta de débito,1
O003478,Tarjeta de débito,1
O003479,PayPal,1
O003480,Tarjeta de débito,1
O003481,PayPal,1
O003482,PayPal,1
O003483,PayPal,1
O003484,PayPal,1
O003485,Tarjeta de crédito,5
O003486,Transferencia,1
O003487,Tarjeta de débito,1
O003488,PayPal,1
O003489,Transferencia,1
O003490,Transferencia,1
O003491,Tarjeta de crédito,6
O003492,Tarjeta de crédito,5
O003493,PayPal,1
O003494,Transferencia,1
O003495,Tarjeta de crédito,1
O003496,PayPal,1
O003497,Tarjeta de débito,1
O003498,Tarjeta de débito,1
O003499,PayPal,1
O003500,Tarjeta de débito,1
O003501,Tarjeta de crédito,10
O003502,Tarjeta de débito,1
O003503,Tarjeta de débito,1
O003504,Tarjeta de crédito,1
O003505,Transferencia,1
O003506,Tarjeta de crédito,7
O003507,Transferencia,1
O003508,PayPal,1
O003509,Transferencia,1
O003510,Transferencia,1
O003511,Tarjeta de crédito,10
O003512,PayPal,1
O003513,PayPal,1
O003514,Transferencia,1
O003515,Tarjeta de débito,1
O003516,Tarjeta de crédito,7
O003517,Transferencia,1
O003518,Transferencia,1
O003519,PayPal,1
O003520,Tarjeta de débito,1
O003521,PayPal,1
O003522,Tarjeta de crédito,12
O003523,Tarjeta de crédito,5
O003524,PayPal,1
O003525,PayPal,1
O003526,PayPal,1
O003527,Tarjeta de débito,1
O003528,Tarjeta de crédito,10
O003529,Transferencia,1
O003530,Tarjeta de crédito,2
O003531,Tarjeta de débito,1
O003532,PayPal,1
O003533,Tarjeta de débito,1
O003534,Tarjeta de débito,1
O003535,Tarjeta de crédito,7
O003536,Transferencia,1
O003537,PayPal,1
O003538,Tarjeta de débito,1
O003539,Tarjeta de débito,1
O003540,Tarjeta de crédito,2
O003541,Transferencia,1
O003542,Transferencia,1
O003543,Transferencia,1
O003544,Transferencia,1
O003545,Tarjeta de crédito,10
O003546,Transferencia,1
O003547,PayPal,1
O003548,Tarjeta de débito,1
O003549,PayPal,1
O003550,Transferencia,1
O003551,Transferencia,1
O003552,Transferencia,1
O003553,Tarjeta de débito,1
O003554,PayPal,1
O003555,Transferencia,1
O003556,PayPal,1
O003557,Tarjeta de crédito,8
O003558,PayPal,1
O003559,Tarjeta de débito,1
O003560,Tarjeta de débito,1
O003561,Tarjeta de débito,1
O003562,PayPal,1
O003563,PayPal,1
O003564,Tarjeta de crédito,8
O003565,Tarjeta de crédito,3
O003566,PayPal,1
O003567,Tarjeta de crédito,10
O003568,Tarjeta de crédito,5
O003569,Tarjeta de débito,1
O003570,Transferencia,1
O003571,Tarjeta de débito,1
O003572,Transferencia,1
O003573,Transferencia,1
O003574,Tarjeta de crédito,2
O003575,Transferencia,1
O003576,PayPal,1
O003577,PayPal,1
O003578,Transferencia,1
O003579,Transferencia,1
O003580,Tarjeta de crédito,3
O003581,Transferencia,1
O003582,PayPal,1
O003583,PayPal,1
O003584,Transferencia,1
O003585,Tarjeta de crédito,7
O003586,Tarjeta de crédito,6
O003587,Transferencia,1
O003588,Transferencia,1
O003589,Tarjeta de débito,1
O003590,Transferencia,1
O003591,Tarjeta de crédito,2
O003592,Transferencia,1
O003593,Tarjeta de crédito,1
O003594,PayPal,1
O003595,Tarjeta de crédito,3
O003596,Tarjeta de crédito,1
O003597,Tarjeta de débito,1
O003598,PayPal,1
O003599,PayPal,1
O003600,PayPal,1
O003601,Tarjeta de crédito,8
O003602,Tarjeta de crédito,7
O003603,Transferencia,1
O003604,Transferencia,1
O003605,Tarjeta de débito,1
O003606,Tarjeta de débito,1
O003607,Tarjeta de crédito,10
O003608,Tarjeta de crédito,8
O003609,Tarjeta de crédito,5
O003610,Tarjeta de débito,1
O003611,PayPal,1
O003612,Tarjeta de crédito,6
O003613,PayPal,1
O003614,Tarjeta de crédito,5
O003615,Transferencia,1
O003616,Transferencia,1
O003617,Tarjeta de crédito,3
O003618,PayPal,1
O003619,Tarjeta de débito,1
O003620,Transferencia,1
O003621,PayPal,1
O003622,Tarjeta de crédito,2
O003623,PayPal,1
O003624,Tarjeta de débito,1
O003625,PayPal,1
O003626,Transferencia,1
O003627,Transferencia,1
O003628,Tarjeta de débito,1
O003629,Tarjeta de débito,1
O003630,Tarjeta de débito,1
O003631,Transferencia,1
O003632,Transferencia,1
O003633,PayPal,1
O003634,PayPal,1
O003635,Tarjeta de débito,1
O003636,PayPal,1
O003637,Tarjeta de débito,1
O003638,Transferencia,1
O003639,Tarjeta de débito,1
O003640,PayPal,1
O003641,PayPal,1
O003642,Tarjeta de débito,1
O003643,Tarjeta de crédito,2
O003644,Tarjeta de débito,1
O003645,Tarjeta de débito,1
O003646,PayPal,1
O003647,Transferencia,1
O003648,PayPal,1
O003649,Tarjeta de crédito,6
O003650,PayPal,1
O003651,Tarjeta de crédito,2
O003652,Tarjeta de débito,1
O003653,PayPal,1
O003654,Transferencia,1
O003655,Tarjeta de débito,1
O003656,Transferencia,1
O003657,Tarjeta de débito,1
O003658,PayPal,1
O003659,Transferencia,1
O003660,PayPal,1
O003661,PayPal,1
O003662,PayPal,1
O003663,Tarjeta de crédito,10
O003664,PayPal,1
O003665,Tarjeta de crédito,11
O003666,Transferencia,1
O003667,PayPal,1
O003668,Transferencia,1
O003669,Transferencia,1
O003670,PayPal,1
O003671,PayPal,1
O003672,PayPal,1
O003673,Tarjeta de débito,1
O003674,Tarjeta de crédito,2
O003675,Tarjeta de débito,1
O003676,Tarjeta de débito,1
O003677,PayPal,1
O003678,PayPal,1
O003679,PayPal,1
O003680,Tarjeta de crédito,3
O003681,Tarjeta de crédito,2
O003682,Tarjeta de crédito,5
O003683,Tarjeta de débito,1
O003684,Tarjeta de débito,1
O003685,Tarjeta de crédito,11
O003686,Tarjeta de débito,1
O003687,Tarjeta de débito,1
O003688,Tarjeta de débito,1
O003689,Tarjeta de débito,1
O003690,Tarjeta de débito,1
O003691,PayPal,1
O003692,Transferencia,1
O003693,Tarjeta de crédito,2
O003694,Tarjeta de débito,1
O003695,Tarjeta de crédito,11
O003696,Tarjeta de crédito,4
O003697,Tarjeta de crédito,11
O003698,Tarjeta de crédito,11
O003699,Tarjeta de crédito,7
O003700,Tarjeta de débito,1
O003701,Tarjeta de crédito,6
O003702,PayPal,1
O003703,Tarjeta de débito,1
O003704,Tarjeta de débito,1
O003705,PayPal,1
O003706,Transferencia,1
O003707,Transferencia,1
O003708,PayPal,1
O003709,Tarjeta de débito,1
O003710,Transferencia,1
O003711,Transferencia,1
O003712,Transferencia,1
O003713,Transferencia,1
O003714,Transferencia,1
O003715,Tarjeta de débito,1
O003716,PayPal,1
O003717,PayPal,1
O003718,Tarjeta de débito,1
O003719,Tarjeta de débito,1
O003720,PayPal,1
O003721,Tarjeta de débito,1
O003722,PayPal,1
O003723,Tarjeta de débito,1
O003724,PayPal,1
O003725,Transferencia,1
O003726,Tarjeta de crédito,6
O003727,PayPal,1
O003728,Tarjeta de crédito,2
O003729,Tarjeta de crédito,4
O003730,Tarjeta de crédito,11
O003731,Tarjeta de débito,1
O003732,Tarjeta de crédito,5
O003733,Transferencia,1
O003734,Transferencia,1
O003735,Tarjeta de débito,1
O003736,PayPal,1
O003737,PayPal,1
O003738,Tarjeta de crédito,8
O003739,Tarjeta de crédito,2
O003740,Tarjeta de crédito,7
O003741,Tarjeta de débito,1
O003742,Tarjeta de crédito,11
O003743,PayPal,1
O003744,Tarjeta de débito,1
O003745,Tarjeta de débito,1
O003746,Tarjeta de débito,1
O003747,Transferencia,1
O003748,Tarjeta de crédito,2
O003749,PayPal,1
O003750,Transferencia,1
O003751,Tarjeta de débito,1
O003752,Tarjeta de crédito,3
O003753,Tarjeta de débito,1
O003754,PayPal,1
O003755,Tarjeta de débito,1
O003756,PayPal,1
O003757,Tarjeta de crédito,4
O003758,Tarjeta de crédito,10
O003759,Tarjeta de débito,1
O003760,Tarjeta de crédito,9
O003761,Tarjeta de débito,1
O003762,Tarjeta de débito,1
O003763,Tarjeta de crédito,9
O003764,Tarjeta de crédito,6
O003765,PayPal,1
O003766,Tarjeta de crédito,7
O003767,Tarjeta de crédito,9
O003768,Tarjeta de crédito,7
O003769,PayPal,1
O003770,Tarjeta de crédito,1
O003771,Tarjeta de crédito,12
O003772,PayPal,1
O003773,Tarjeta de crédito,2
O003774,Transferencia,1
O003775,Tarjeta de crédito,12
O003776,Transferencia,1
O003777,PayPal,1
O003778,Tarjeta de débito,1
O003779,Tarjeta de débito,1
O003780,Tarjeta de crédito,6
O003781,Transferencia,1
O003782,Tarjeta de crédito,1
O003783,PayPal,1
O003784,PayPal,1
O003785,Tarjeta de crédito,4
O003786,PayPal,1
O003787,PayPal,1
O003788,Tarjeta de crédito,9
O003789,Transferencia,1
O003790,Tarjeta de débito,1
O003791,Transferencia,1
O003792,Tarjeta de débito,1
O003793,PayPal,1
O003794,Transferencia,1
O003795,Tarjeta de crédito,5
O003796,Transferencia,1
O003797,Tarjeta de débito,1
O003798,PayPal,1
O003799,Tarjeta de crédito,3
O003800,Tarjeta de débito,1
O003801,Tarjeta de crédito,4
O003802,Transferencia,1
O003803,PayPal,1
O003804,Tarjeta de crédito,7
O003805,PayPal,1
O003806,Transferencia,1
O003807,PayPal,1
O003808,PayPal,1
O003809,Tarjeta de crédito,8
O003810,Tarjeta de crédito,4
O003811,Tarjeta de débito,1
O003812,Tarjeta de débito,1
O003813,PayPal,1
O003814,Tarjeta de crédito,5
O003815,Tarjeta de débito,1
O003816,PayPal,1
O003817,Tarjeta de débito,1
O003818,Tarjeta de crédito,12
O003819,Tarjeta de crédito,10
O003820,Tarjeta de crédito,11
O003821,Tarjeta de débito,1
O003822,Transferencia,1
O003823,Tarjeta de crédito,2
O003824,Transferencia,1
O003825,Tarjeta de débito,1
O003826,Tarjeta de crédito,6
O003827,Tarjeta de crédito,4
O003828,Transferencia,1
O003829,Tarjeta de crédito,12
O003830,Transferencia,1
O003831,Tarjeta de crédito,2
O003832,PayPal,1
O003833,PayPal,1
O003834,Transferencia,1
O003835,Transferencia,1
O003836,Tarjeta de débito,1
O003837,Tarjeta de débito,1
O003838,Transferencia,1
O003839,Tarjeta de crédito,2
O003840,PayPal,1
O003841,Transferencia,1
O003842,Tarjeta de crédito,6
O003843,Transferencia,1
O003844,Tarjeta de crédito,2
O003845,Tarjeta de crédito,4
O003846,Tarjeta de débito,1
O003847,Tarjeta de crédito,1
O003848,PayPal,1
O003849,Tarjeta de débito,1
O003850,Transferencia,1
O003851,Tarjeta de crédito,8
O003852,Tarjeta de débito,1
O003853,Tarjeta de crédito,4
O003854,Transferencia,1
O003855,Tarjeta de débito,1
O003856,Tarjeta de débito,1
O003857,PayPal,1
O003858,Tarjeta de crédito,11
O003859,Tarjeta de crédito,10
O003860,PayPal,1
O003861,PayPal,1
O003862,Transferencia,1
O003863,Transferencia,1
O003864,Transferencia,1
O003865,PayPal,1
O003866,Transferencia,1
O003867,Tarjeta de crédito,5
O003868,PayPal,1
O003869,Tarjeta de crédito,3
O003870,Transferencia,1
O003871,Tarjeta de crédito,9
O003872,Transferencia,1
O003873,Tarjeta de débito,1
O003874,Tarjeta de débito,1
O003875,PayPal,1
O003876,Tarjeta de crédito,5
O003877,Transferencia,1
O003878,Transferencia,1
O003879,Transferencia,1
O003880,Transferencia,1
O003881,Transferencia,1
O003882,Tarjeta de débito,1
O003883,Transferencia,1
O003884,Tarjeta de débito,1
O003885,PayPal,1
O003886,Tarjeta de débito,1
O003887,PayPal,1
O003888,Tarjeta de débito,1
O003889,Transferencia,1
O003890,Transferencia,1
O003891,Tarjeta de débito,1
O003892,Transferencia,1
O003893,PayPal,1
O003894,Tarjeta de crédito,12
O003895,Tarjeta de débito,1
O003896,Transferencia,1
O003897,PayPal,1
O003898,PayPal,1
O003899,Transferencia,1
O003900,Tarjeta de crédito,12
O003901,Tarjeta de débito,1
O003902,Tarjeta de crédito,12
O003903,Tarjeta de crédito,3
O003904,Tarjeta de crédito,7
O003905,Tarjeta de débito,1
O003906,PayPal,1
O003907,Transferencia,1
O003908,Tarjeta de crédito,8
O003909,Tarjeta de débito,1
O003910,Tarjeta de débito,1
O003911,Tarjeta de crédito,4
O003912,Tarjeta de débito,1
O003913,Transferencia,1
O003914,Tarjeta de débito,1
O003915,PayPal,1
O003916,Tarjeta de débito,1
O003917,PayPal,1
O003918,Transferencia,1
O003919,Transferencia,1
O003920,Tarjeta de crédito,7
O003921,Transferencia,1
O003922,Tarjeta de crédito,3
O003923,Tarjeta de débito,1
O003924,Tarjeta de débito,1
O003925,PayPal,1
O003926,Tarjeta de débito,1
O003927,Tarjeta de débito,1
O003928,Tarjeta de débito,1
O003929,Transferencia,1
O003930,Tarjeta de crédito,7
O003931,Tarjeta de crédito,6
O003932,Tarjeta de débito,1
O003933,Tarjeta de débito,1
O003934,PayPal,1
O003935,Transferencia,1
O003936,Transferencia,1
O003937,PayPal,1
O003938,Tarjeta de débito,1
O003939,Tarjeta de débito,1
O003940,Tarjeta de crédito,9
O003941,PayPal,1
O003942,Tarjeta de débito,1
O003943,Tarjeta de crédito,10
O003944,Transferencia,1
O003945,Tarjeta de débito,1
O003946,Tarjeta de crédito,11
O003947,PayPal,1
O003948,Tarjeta de crédito,12
O003949,Transferencia,1
O003950,Tarjeta de débito,1
O003951,Transferencia,1
O003952,Tarjeta de crédito,12
O003953,Transferencia,1
O003954,Transferencia,1
O003955,Tarjeta de débito,1
O003956,PayPal,1
O003957,Tarjeta de débito,1
O003958,PayPal,1
O003959,PayPal,1
O003960,Transferencia,1
O003961,Tarjeta de crédito,3
O003962,PayPal,1
O003963,Transferencia,1
O003964,PayPal,1
O003965,Tarjeta de débito,1
O003966,Tarjeta de crédito,6
O003967,PayPal,1
O003968,Transferencia,1
O003969,Tarjeta de débito,1
O003970,Tarjeta de débito,1
O003971,PayPal,1
O003972,Tarjeta de crédito,9
O003973,Transferencia,1
O003974,Tarjeta de crédito,10
O003975,PayPal,1
O003976,PayPal,1
O003977,Tarjeta de crédito,2
O003978,Tarjeta de débito,1
O003979,Tarjeta de crédito,2
O003980,Tarjeta de crédito,6
O003981,PayPal,1
O003982,Tarjeta de débito,1
O003983,Transferencia,1
O003984,Transferencia,1
O003985,PayPal,1
O003986,Tarjeta de crédito,5
O003987,PayPal,1
O003988,Tarjeta de crédito,12
